Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,car_age,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,estimated_new_price
Maruti Versa DX2,Bangalore,98245,11.3,1298.0,83.1,8.0,18,False,False,True,True,False,False,True,5000
Honda City i DTEC SV,Delhi,36390,26.0,1498.0,98.6,5.0,10,True,False,False,True,False,False,False,5000
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,122000,17.5,1197.0,85.8,5.0,14,False,False,True,True,False,False,False,5000
Volkswagen Vento Diesel Trendline,Ahmedabad,79003,20.54,1598.0,103.6,5.0,11,True,False,False,True,False,False,False,5000
Skoda Laura 1.9 TDI AT Ambiente,Kochi,78830,17.0,1896.0,105.0,5.0,11,True,False,False,False,False,True,False,5000
Honda Brio V MT,Mumbai,53000,19.4,1198.0,86.8,5.0,13,False,False,True,True,False,False,False,5000
Maruti A-Star Vxi,Chennai,53000,19.0,998.0,66.1,5.0,15,False,False,True,True,False,True,False,5000
Maruti SX4 VDI,Jaipur,82000,21.5,1248.0,88.8,5.0,13,True,False,False,True,False,True,False,5000
Hyundai Elantra 1.6 SX,Mumbai,95000,22.54,1582.0,126.2,5.0,11,True,False,False,True,False,False,False,5000
Maruti Alto K10 LXI,Kochi,18090,24.07,998.0,67.1,5.0,7,False,False,True,True,False,False,False,5000
Maruti Alto LX,Pune,70332,19.7,796.0,46.3,5.0,20,False,False,True,True,False,False,True,5000
Datsun redi-GO T Option,Jaipur,46000,22.7,799.0,53.64,5.0,6,False,False,True,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,63402,22.7,1498.0,89.84,5.0,9,True,False,False,True,False,False,False,5000
Honda City i DTec SV,Kolkata,13000,26.0,1498.0,98.6,5.0,7,True,False,False,True,False,False,False,5000
Mercedes-Benz New C-Class C 250 CDI Elegance,Pune,65505,14.94,2143.0,204.0,5.0,14,True,False,False,False,False,False,False,5000
Hyundai Sonata Embera 2.4L MT,Pune,154000,13.2,2359.0,165.0,5.0,18,False,False,True,True,False,False,True,5000
Chevrolet Spark 1.0 LS,Bangalore,85142,18.0,995.0,62.0,5.0,16,False,False,True,True,False,True,False,5000
Volkswagen Polo 1.2 MPI Highline,Jaipur,45000,16.2,1199.0,74.0,5.0,8,False,False,True,True,False,False,False,5000
Hyundai i10 Sportz 1.2,Delhi,48000,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,False,False,5000
Maruti Alto K10 VXI,Kochi,39549,24.07,998.0,67.1,5.0,8,False,False,True,True,False,False,False,5000
Honda CR-V 2.4 AT,Kochi,100922,10.1,2354.0,152.0,5.0,13,False,False,True,False,False,True,False,5000
Hyundai Verna 1.6 VTVT EX AT,Chennai,55000,17.01,1591.0,121.4,5.0,11,False,False,True,False,False,False,False,5000
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,45000,14.94,2143.0,204.0,5.0,13,True,False,False,False,False,True,False,5000
Honda Amaze VX CVT i-VTEC,Jaipur,145000,18.1,1199.0,88.7,5.0,7,False,False,True,False,False,False,False,5000
Mahindra Xylo E8,Kolkata,45000,14.0,2498.0,112.0,8.0,13,True,False,False,True,False,False,False,5000
Hyundai Sonata Transform 2.4 GDi AT,Bangalore,44000,12.37,2359.0,198.25,5.0,12,False,False,True,False,False,False,False,5000
Hyundai Creta 1.4 CRDi S Plus,Bangalore,48000,21.38,1396.0,88.7,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 G4 Diesel 7-seater,Kochi,64139,12.8,2494.0,102.0,7.0,13,True,False,False,True,False,False,False,5000
Honda Jazz 2020 Petrol,Kochi,11574,0.0,1199.0,88.7,5.0,5,False,False,True,True,False,False,False,5000
Maruti Alto 800 CNG LXI,Kolkata,14311,30.46,796.0,47.3,5.0,11,False,False,False,True,False,False,False,5000
Hyundai i20 Magna 1.2,Bangalore,20000,18.6,1197.0,81.83,5.0,8,False,False,True,True,False,False,False,5000
Mercedes-Benz SLC 43 AMG,Coimbatore,18338,19.0,2996.0,362.07,2.0,6,False,False,True,False,False,False,False,5000
Hyundai i20 1.4 Sportz,Kochi,17964,22.54,1396.0,88.73,5.0,5,True,False,False,True,False,False,False,5000
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,55500,11.5,2982.0,169.0,7.0,12,True,False,False,False,False,False,False,5000
Mahindra Scorpio VLX 2WD Airbag BSIII,Chennai,130000,12.05,2179.0,120.0,8.0,16,True,False,False,True,False,True,False,5000
Mercedes-Benz GLE 350d,Hyderabad,50000,11.57,2987.0,254.79,5.0,8,True,False,False,False,False,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Mumbai,49830,16.2,1199.0,74.0,5.0,9,False,False,True,True,False,False,False,5000
BMW 5 Series 2003-2012 520d,Kolkata,49000,18.48,1995.0,177.0,5.0,15,True,False,False,False,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,53967,22.7,1498.0,89.84,5.0,11,True,False,False,True,False,False,False,5000
Maruti SX4 Zxi BSIII,Mumbai,54000,15.0,1586.0,104.68,5.0,13,False,False,True,True,False,False,False,5000
Hyundai i20 1.4 Asta AT (O) with Sunroof,Hyderabad,75000,15.0,1396.0,100.0,5.0,15,False,False,True,False,False,False,False,5000
Hyundai Xcent 1.1 CRDi S,Pune,100000,24.4,1120.0,71.0,5.0,8,True,False,False,True,False,False,False,5000
Renault Lodgy 110PS RxL,Chennai,142000,19.98,1461.0,108.5,8.0,9,True,False,False,True,False,False,False,5000
Renault Duster 110PS Diesel RxZ,Jaipur,83388,19.01,1461.0,108.45,5.0,12,True,False,False,True,False,True,False,5000
Maruti Swift Dzire VXi,Delhi,62000,17.5,1298.0,85.8,5.0,12,False,False,True,True,False,False,False,5000
Honda City i DTec VX,Kolkata,61000,26.0,1498.0,98.6,5.0,8,True,False,False,True,False,False,False,5000
Audi A4 3.0 TDI Quattro Premium,Bangalore,45000,14.94,2967.0,241.4,5.0,13,True,False,False,False,False,False,False,5000
Mercedes-Benz E-Class 250 D W 124,Bangalore,33000,10.0,1796.0,157.7,5.0,11,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 LE 2014 Diesel 8 Seater,Pune,113565,12.99,2494.0,100.6,8.0,10,True,False,False,True,False,False,False,5000
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Hyderabad,131000,15.0,1896.0,105.0,5.0,16,True,False,False,True,False,False,False,5000
Mahindra Bolero ZLX,Delhi,72253,15.96,2523.0,62.1,7.0,9,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VXI,Coimbatore,46346,20.85,1197.0,83.14,5.0,8,False,False,True,True,False,False,False,5000
Honda City 1.5 V MT,Hyderabad,37000,17.0,1497.0,118.0,5.0,8,False,False,True,True,False,False,False,5000
Hyundai Grand i10 1.2 CRDi Sportz,Coimbatore,56371,24.0,1186.0,73.97,5.0,5,True,False,False,True,False,False,False,5000
Tata Indigo CS eVX,Pune,98500,25.0,1396.0,69.01,5.0,8,True,False,False,True,False,False,False,5000
Maruti Baleno Zeta 1.3,Ahmedabad,71588,27.39,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Maruti Alto 800 2016-2019 LXI,Ahmedabad,68000,24.7,796.0,47.3,5.0,10,False,False,True,True,False,False,False,5000
Mercedes-Benz E-Class E240 V6 AT,Mumbai,66800,11.2,2497.0,203.0,5.0,21,False,False,True,False,False,True,False,5000
Maruti Swift Dzire Vdi BSIV,Chennai,90000,19.3,1248.0,73.9,5.0,8,True,False,False,True,False,False,False,5000
Nissan Terrano XE 85 PS,Jaipur,54000,20.45,1461.0,83.8,5.0,11,True,False,False,True,False,False,False,5000
Mercedes-Benz New C-Class C 200 CGI,Mumbai,87248,14.74,1991.0,184.0,5.0,13,False,False,True,False,False,True,False,5000
Maruti Celerio VXI,Pune,9052,23.1,998.0,67.04,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Santro Xing GLS,Delhi,67320,17.92,1086.0,62.1,5.0,10,False,False,True,True,False,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Kochi,28635,16.2,1199.0,74.0,5.0,6,False,False,True,True,False,False,False,5000
Mahindra Bolero ZLX,Kochi,78904,15.96,2523.0,62.1,7.0,8,True,False,False,True,False,False,False,5000
BMW 5 Series 2013-2017 530d M Sport,Kochi,16409,14.69,2993.0,258.0,5.0,6,True,False,False,False,False,False,False,5000
Honda City 1.5 V MT Sunroof,Delhi,61180,16.8,1497.0,116.3,5.0,12,False,False,True,True,False,True,False,5000
Hyundai i20 Sportz 1.2,Delhi,59577,18.5,1197.0,82.85,5.0,10,False,False,True,True,False,True,False,5000
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Mumbai,24104,12.99,2494.0,100.0,8.0,8,True,False,False,True,False,False,False,5000
BMW 5 Series 2007-2010 525d Sedan,Mumbai,69000,16.73,2495.0,218.0,5.0,16,True,False,False,False,False,False,True,5000
Volkswagen Polo GT TSI,Bangalore,35000,17.21,1197.0,103.6,5.0,9,False,False,True,False,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,75000,13.5,2477.0,175.56,7.0,10,True,False,False,False,False,False,False,5000
Maruti Ertiga VXI,Jaipur,98000,16.02,1373.0,93.7,7.0,10,False,False,True,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Technology,Chennai,51843,17.68,1968.0,174.33,5.0,10,True,False,False,False,False,False,True,5000
Maruti Swift Dzire VDI,Jaipur,80000,23.4,1248.0,74.0,5.0,11,True,False,False,True,False,True,False,5000
Toyota Fortuner 3.0 Diesel,Pune,110000,11.5,2982.0,171.0,7.0,15,True,False,False,True,False,False,True,5000
Hyundai i10 Sportz 1.1L,Kochi,75383,19.81,1086.0,68.05,5.0,9,False,False,True,True,False,False,False,5000
Mahindra TUV 300 2015-2019 T8 AMT,Kochi,31861,18.49,1493.0,100.0,7.0,7,True,False,False,False,False,False,False,5000
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mumbai,57900,15.8,2148.0,170.0,5.0,13,True,False,False,True,False,False,False,5000
Maruti Swift Dzire Ldi BSIV,Delhi,48000,19.3,1248.0,73.9,5.0,10,True,False,False,True,False,False,False,5000
Hyundai i20 Magna,Kochi,33544,18.5,1197.0,82.85,5.0,9,False,False,True,True,False,False,False,5000
Maruti Swift VDI BSIV,Chennai,65000,25.2,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,103189,13.68,2393.0,147.8,8.0,7,True,False,False,True,False,False,False,5000
Toyota Etios V,Kochi,35007,16.78,1496.0,88.73,5.0,7,False,False,True,True,False,False,False,5000
Toyota Corolla Altis Diesel D4DG,Pune,98000,21.43,1364.0,87.2,5.0,14,True,False,False,True,False,False,False,5000
Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,25678,24.0,1186.0,73.97,5.0,7,True,False,False,True,False,False,False,5000
Maruti SX4 ZDI,Coimbatore,65636,21.79,1248.0,88.73,5.0,9,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 35 TDI Premium,Kochi,21730,17.68,1968.0,174.33,5.0,9,True,False,False,False,False,False,False,5000
Honda Amaze S i-Vtech,Chennai,46112,18.0,1198.0,86.7,5.0,11,False,False,True,True,False,False,False,5000
Hyundai i20 Magna 1.2,Kolkata,20000,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
Mahindra XUV500 W6 2WD,Hyderabad,67000,15.1,2179.0,140.0,7.0,11,True,False,False,True,False,False,False,5000
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Ahmedabad,29000,13.0,2143.0,204.0,5.0,8,True,False,False,False,False,False,False,5000
Hyundai Verna 1.4 CRDi,Pune,86000,24.8,1396.0,88.7,5.0,10,True,False,False,True,False,False,False,5000
Honda Amaze EX i-Vtech,Hyderabad,34000,18.0,1198.0,86.7,5.0,11,False,False,True,True,False,False,False,5000
Audi A4 2.0 TDI Premium Sport Limited Edition,Bangalore,36000,17.11,1968.0,174.33,5.0,10,True,False,False,False,False,False,False,5000
Hyundai i10 Magna,Mumbai,49000,20.36,1197.0,78.9,5.0,11,False,False,True,True,False,False,False,5000
Tata Tigor 1.2 Revotron XT,Mumbai,7000,20.3,1199.0,84.0,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Xcent 1.1 CRDi S,Kolkata,60188,24.4,1120.0,71.0,5.0,10,True,False,False,True,False,False,False,5000
Ford Figo Diesel ZXI,Ahmedabad,79000,20.0,1399.0,68.0,5.0,12,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,115439,12.99,2494.0,100.0,7.0,12,True,False,False,True,False,True,False,5000
Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,104500,23.0,1396.0,90.0,5.0,13,True,False,False,True,False,True,False,5000
Mercedes-Benz E-Class E250 CDI Launch Edition,Delhi,35000,13.0,2143.0,204.0,5.0,11,True,False,False,False,False,False,False,5000
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,26186,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
Chevrolet Spark 1.0 LT,Pune,58061,18.0,995.0,62.0,5.0,12,False,False,True,True,False,False,False,5000
Hyundai i20 1.4 CRDi Sportz,Ahmedabad,62000,23.0,1396.0,90.0,5.0,13,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VDI,Mumbai,118000,23.4,1248.0,74.0,5.0,11,True,False,False,True,False,True,False,5000
Hyundai i10 Magna 1.2,Chennai,65000,20.36,1197.0,78.9,5.0,15,False,False,True,True,False,False,False,5000
Hyundai Santro Xing GLS,Hyderabad,44379,17.92,1086.0,62.1,5.0,16,False,False,True,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,61041,22.7,1498.0,89.84,5.0,7,True,False,False,True,False,False,False,5000
Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,73000,17.8,1399.0,67.0,5.0,13,True,False,False,True,False,True,False,5000
Hyundai Creta 1.6 CRDi AT SX Plus,Pune,57297,17.01,1582.0,126.2,5.0,8,True,False,False,False,False,False,False,5000
Hyundai Creta 1.6 VTVT Base,Hyderabad,28700,15.29,1591.0,121.3,5.0,9,False,False,True,True,False,True,False,5000
Honda City 1.5 V MT,Hyderabad,85264,17.0,1497.0,118.0,5.0,11,False,False,True,True,False,False,False,5000
Maruti Ignis 1.2 AMT Delta,Hyderabad,20000,20.89,1197.0,81.8,5.0,7,False,False,True,False,False,False,False,5000
Honda City i-VTEC CVT ZX,Hyderabad,11934,18.0,1497.0,117.3,5.0,7,False,False,True,False,False,False,False,5000
Honda City 1.5 V MT,Pune,83000,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,False,False,5000
Ford Fiesta Classic 1.6 Duratec LXI,Hyderabad,23000,15.3,1596.0,99.6,5.0,11,False,False,True,True,False,False,False,5000
Hyundai i20 Sportz 1.2,Mumbai,14927,18.6,1197.0,81.83,5.0,7,False,False,True,True,False,False,False,5000
Toyota Corolla Executive (HE),Hyderabad,158000,13.4,1794.0,125.0,5.0,17,False,False,True,True,False,True,False,5000
Nissan Micra Diesel XV,Jaipur,111000,23.08,1461.0,63.1,5.0,13,True,False,False,True,False,False,True,5000
Maruti Alto LXi BSIII,Hyderabad,63528,19.7,796.0,46.3,5.0,13,False,False,True,True,False,False,False,5000
Maruti Ciaz VDi Plus,Jaipur,92000,26.21,1248.0,88.5,5.0,9,True,False,False,True,False,False,False,5000
Maruti Ciaz 1.3 Alpha,Delhi,41200,28.09,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Mahindra XUV500 W8 2WD,Coimbatore,39052,15.1,2179.0,140.0,7.0,8,True,False,False,True,False,False,False,5000
Renault Duster 85PS Diesel RxL,Ahmedabad,55100,20.45,1461.0,83.8,5.0,10,True,False,False,True,False,False,False,5000
Hyundai i20 1.2 Sportz,Ahmedabad,76958,17.0,1197.0,80.0,5.0,13,False,False,True,True,False,False,False,5000
Renault Pulse RxL,Kochi,70419,23.08,1461.0,63.12,5.0,9,True,False,False,True,False,False,False,5000
Maruti Wagon R AMT VXI,Mumbai,21000,20.51,998.0,67.0,5.0,7,False,False,True,False,False,False,False,5000
BMW 6 Series 650i Coupe,Delhi,64000,7.94,4395.0,450.0,4.0,15,False,False,True,False,False,False,False,5000
Honda City V MT,Delhi,63698,16.8,1497.0,116.3,5.0,13,False,False,True,True,False,True,False,5000
Tata Indigo eCS LX BSIV,Coimbatore,62715,23.03,1396.0,69.0,5.0,8,True,False,False,True,False,False,False,5000
Honda Brio S MT,Coimbatore,37922,19.4,1198.0,86.8,5.0,11,False,False,True,True,False,True,False,5000
Honda Jazz 1.5 S i DTEC,Ahmedabad,52000,27.3,1498.0,98.6,5.0,8,True,False,False,True,False,False,False,5000
Mercedes-Benz A Class A180 CDI,Chennai,47000,20.0,2143.0,107.3,5.0,11,True,False,False,False,False,False,False,5000
Toyota Corolla Altis GL,Mumbai,64000,14.53,1798.0,138.1,5.0,15,False,False,True,True,False,True,False,5000
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,109000,13.5,1799.0,130.0,5.0,17,False,False,True,True,False,True,False,5000
Hyundai Creta 1.6 CRDi SX Option,Mumbai,19000,19.67,1582.0,126.2,5.0,9,True,False,False,True,False,False,False,5000
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,99000,9.74,1984.0,208.0,5.0,15,False,False,True,False,False,True,False,5000
OpelCorsa 1.4Gsi,Hyderabad,50000,14.2,1389.0,88.0,5.0,19,False,False,True,True,False,True,False,5000
Toyota Fortuner 4x2 AT,Pune,105000,12.55,2982.0,168.5,7.0,11,True,False,False,False,False,True,False,5000
Hyundai Creta 1.6 VTVT S,Jaipur,24000,15.29,1591.0,121.3,5.0,8,False,False,True,True,False,False,False,5000
Volkswagen Ameo 1.5 TDI Highline,Coimbatore,23389,21.66,1498.0,108.62,5.0,7,True,False,False,True,False,False,False,5000
Hyundai i20 Magna,Ahmedabad,90000,18.5,1197.0,80.0,5.0,15,False,False,True,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,20000,17.68,1968.0,174.33,5.0,11,True,False,False,False,False,False,False,5000
Hyundai Grand i10 CRDi Sportz,Jaipur,62269,24.0,1120.0,70.0,5.0,10,True,False,False,True,False,False,False,5000
Audi Q3 30 TDI S Edition,Chennai,69000,17.32,1968.0,138.13,5.0,9,True,False,False,True,False,False,False,5000
BMW 5 Series 2013-2017 530d M Sport,Kochi,58898,14.69,2993.0,258.0,5.0,9,True,False,False,False,False,False,False,5000
Maruti Swift Dzire AMT ZDI,Coimbatore,29110,26.59,1248.0,74.0,5.0,6,True,False,False,False,False,False,False,5000
Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,34649,18.9,1197.0,81.86,5.0,5,False,False,True,False,False,False,False,5000
Honda City i DTEC SV,Kolkata,13000,26.0,1498.0,98.6,5.0,7,True,False,False,True,False,False,False,5000
Hyundai Grand i10 1.2 Kappa Magna,Jaipur,25043,18.9,1197.0,81.86,5.0,9,False,False,True,True,False,False,False,5000
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,36611,19.0,1199.0,88.7,5.0,6,False,False,True,False,False,False,False,5000
Maruti Swift VDi BSIII W/ ABS,Jaipur,150000,17.8,1248.0,75.0,5.0,16,True,False,False,True,False,True,False,5000
Maruti Wagon R VXI,Ahmedabad,82000,22.5,998.0,67.04,5.0,9,False,False,True,True,False,False,False,5000
Maruti Ciaz RS ZDi Plus SHVS,Kochi,45158,28.09,1248.0,88.5,5.0,7,True,False,False,True,False,True,False,5000
Volkswagen Vento 1.2 TSI Comfortline AT,Coimbatore,36968,16.93,1197.0,103.2,5.0,8,False,False,True,False,False,False,False,5000
Maruti Swift VXI BSIV,Coimbatore,53556,20.4,1197.0,81.8,5.0,9,False,False,True,True,False,False,False,5000
Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,78500,20.0,1968.0,138.1,5.0,11,True,False,False,False,False,False,False,5000
Hyundai Xcent 1.1 CRDi S Celebration Edition,Jaipur,133000,24.4,1120.0,71.0,5.0,7,True,False,False,True,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Coimbatore,33186,19.67,1582.0,126.2,5.0,7,True,False,False,True,False,False,False,5000
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,65000,11.74,1796.0,186.0,5.0,12,False,False,True,False,False,False,False,5000
Maruti Swift VDI,Coimbatore,61903,22.9,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Toyota Etios G,Kolkata,25000,17.6,1496.0,88.73,5.0,13,False,False,True,True,False,False,False,5000
Maruti Swift Dzire VXI Optional,Hyderabad,8044,20.85,1197.0,83.14,5.0,7,False,False,True,True,False,False,False,5000
Audi Q5 3.0 TDI Quattro Technology,Bangalore,18000,13.22,2967.0,241.4,5.0,7,True,False,False,False,False,False,False,5000
Honda City V MT,Mumbai,80000,16.8,1497.0,116.3,5.0,11,False,False,True,True,False,False,False,5000
Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,45000,25.32,1198.0,77.0,5.0,8,True,False,False,True,False,False,False,5000
Mahindra Xylo D4 BSIV,Mumbai,78835,14.0,2498.0,112.0,8.0,11,True,False,False,True,False,True,False,5000
Tata Tiago 1.2 Revotron XT,Kochi,30631,23.84,1199.0,84.0,5.0,7,False,False,True,True,False,False,False,5000
Mahindra Scorpio VLX 2WD BSIII,Hyderabad,72573,12.05,2179.0,120.0,8.0,13,True,False,False,True,False,False,False,5000
Toyota Innova Crysta 2.8 GX AT,Delhi,10000,11.36,2755.0,171.5,7.0,8,True,False,False,False,False,False,False,5000
Maruti Wagon R VXI BSIII,Mumbai,50215,18.9,998.0,67.1,5.0,13,False,False,True,True,False,False,False,5000
Maruti 800 AC,Kolkata,9999,16.1,796.0,37.0,4.0,15,False,False,True,True,False,False,False,5000
Honda Civic 2006-2010 1.8 MT Sport,Pune,110000,13.5,1799.0,130.0,5.0,16,False,False,True,True,False,True,False,5000
Chevrolet Beat Diesel LS,Jaipur,81000,25.44,936.0,57.6,5.0,11,True,False,False,True,False,False,False,5000
Mahindra Thar CRDe,Delhi,11000,16.55,2498.0,105.0,6.0,8,True,False,False,True,False,False,False,5000
Tata Zest Revotron 1.2T XE,Kolkata,59000,17.57,1193.0,88.7,5.0,7,False,False,True,True,False,False,False,5000
Hyundai EON Era Plus,Mumbai,8300,21.1,814.0,55.2,5.0,9,False,False,True,True,False,False,False,5000
Mahindra Ssangyong Rexton RX7,Mumbai,40000,11.18,2696.0,184.0,7.0,8,True,False,False,False,False,False,False,5000
Hyundai Creta 1.6 CRDi SX Option,Pune,83500,19.67,1582.0,126.2,5.0,8,True,False,False,True,False,False,False,5000
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,22000,22.95,1248.0,74.0,5.0,7,True,False,False,True,False,False,False,5000
Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,39000,13.7,1399.0,98.82,7.0,11,False,False,True,True,False,False,False,5000
Skoda Superb Elegance 2.0 TDI CR AT,Pune,90000,17.2,1968.0,138.1,5.0,11,True,False,False,False,False,False,False,5000
Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,Pune,134487,21.9,1396.0,88.8,5.0,12,True,False,False,True,False,False,False,5000
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,65000,15.73,1968.0,174.33,5.0,10,True,False,False,False,False,False,False,5000
Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,48000,15.4,2179.0,120.0,7.0,9,True,False,False,True,False,False,False,5000
BMW 3 Series 320d,Bangalore,60000,13.2,1995.0,170.0,5.0,13,True,False,False,False,False,False,False,5000
Mercedes-Benz CLA 45 AMG,Kochi,23742,15.04,1991.0,360.0,5.0,9,False,False,True,False,False,False,False,5000
Honda City 1.5 S MT,Hyderabad,60268,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,False,False,5000
Maruti Vitara Brezza ZDi,Hyderabad,70746,24.3,1248.0,88.5,5.0,8,True,False,False,True,False,False,False,5000
Toyota Camry 2.5 G,Delhi,61000,12.98,2494.0,178.4,5.0,10,False,False,True,False,False,False,False,5000
Maruti Swift Vdi BSIII,Pune,102000,17.8,1248.0,75.0,5.0,17,True,False,False,True,False,False,False,5000
Hyundai Elantra SX AT,Bangalore,25000,14.5,1797.0,147.4,5.0,8,False,False,True,False,False,True,False,5000
Renault Duster 85PS Diesel RxL Optional,Delhi,64000,20.46,1461.0,83.8,5.0,11,True,False,False,True,False,False,False,5000
Audi Q5 2008-2012 3.0 TDI Quattro,Hyderabad,78265,12.19,2967.0,236.0,5.0,14,True,False,False,False,False,False,False,5000
Maruti Esteem Vxi - BSIII,Pune,76560,15.9,1298.0,85.0,5.0,18,False,False,True,True,False,False,True,5000
Jeep Compass 2.0 Longitude,Kolkata,10000,17.1,1956.0,170.0,5.0,7,True,False,False,True,False,False,False,5000
Honda City 1.5 V AT,Mumbai,52000,16.8,1497.0,118.0,5.0,14,False,False,True,False,False,False,False,5000
Tata Zest Quadrajet 1.3 75PS XE,Jaipur,45000,22.95,1248.0,74.0,5.0,6,True,False,False,True,False,False,False,5000
Maruti Baleno Zeta 1.2,Kochi,29562,21.4,1197.0,83.1,5.0,6,False,False,True,True,False,False,False,5000
Maruti Swift Dzire VDI,Kolkata,32000,26.59,1248.0,74.0,5.0,10,True,False,False,True,False,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Coimbatore,22003,16.2,1199.0,74.0,5.0,8,False,False,True,True,False,False,False,5000
Mini Clubman Cooper S,Pune,2890,13.8,1998.0,192.0,5.0,7,False,False,True,True,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Mumbai,52000,13.5,2477.0,175.56,7.0,9,True,False,False,False,False,False,False,5000
Honda City ZX EXi,Pune,100000,17.7,1497.0,78.0,5.0,16,False,False,True,True,False,True,False,5000
Hyundai EON Era Plus,Jaipur,60000,21.1,814.0,55.2,5.0,11,False,False,True,True,False,True,False,5000
Chevrolet Spark 1.0 PS,Jaipur,6512,16.0,995.0,63.0,5.0,14,False,False,True,True,False,False,False,5000
Maruti Alto LXi,Kolkata,39008,19.7,796.0,46.3,5.0,16,False,False,True,True,False,False,False,5000
Toyota Corolla Executive (HE),Chennai,136441,13.4,1794.0,125.0,5.0,21,False,False,True,True,False,False,False,5000
Hyundai i20 1.2 Sportz Option,Kolkata,36200,17.0,1197.0,80.0,5.0,12,False,False,True,True,False,False,False,5000
Hyundai Verna 1.4 CRDi,Kolkata,32506,24.8,1396.0,88.7,5.0,9,True,False,False,True,False,False,False,5000
Chevrolet Enjoy 1.4 LTZ 8,Pune,67000,13.7,1399.0,98.79,8.0,8,False,False,True,True,False,False,False,5000
Fiat Grande Punto 1.4 Emotion,Pune,59800,14.6,1368.0,88.7,5.0,13,False,False,True,True,False,True,False,5000
Mahindra XUV500 W8 4WD,Coimbatore,63008,15.1,2179.0,140.0,7.0,9,True,False,False,True,False,False,False,5000
Maruti Vitara Brezza ZDi AMT,Coimbatore,57804,24.3,1248.0,88.5,5.0,6,True,False,False,False,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Jaipur,65000,19.67,1582.0,126.2,5.0,9,True,False,False,True,False,False,False,5000
Hyundai Santro Xing GLS,Coimbatore,61259,17.92,1086.0,62.1,5.0,15,False,False,True,True,False,False,False,5000
Hyundai i20 1.4 Asta (AT),Chennai,50000,15.0,1396.0,100.0,5.0,14,False,False,True,False,False,True,False,5000
Hyundai Elantra CRDi,Mumbai,183513,14.9,1991.0,112.2,5.0,18,True,False,False,True,False,True,False,5000
